population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_education,year
12849,3035.2556,.029898804,2488.3062,.97010118,83224.273,81980.117,920472.44,11.060143,.83224273,.003474043,.030352555,78,2,2,2006
11824,3120.7712,.030728234,2480.8738,.96927178,80735.969,79495.531,838492.31,10.385611,.8073597,.0038585034,.031207714,79,2,2,2006
11606,3653.2827,.035877474,2807.595,.96412253,78255.094,76851.297,758996.81,9.699008,.78255093,.0047775432,.036532827,80,2,2,2006
11378,4209.8789,.041230902,3110.7686,.95876908,75447.5,73892.117,682145.5,9.0413265,.754475,.0057624644,.042098787,81,2,2,2006
10589,5194.0693,.05062592,3662.1138,.94937408,72336.734,70505.68,608253.38,8.408637,.72336733,.0073281471,.051940694,82,2,2,2006
9763,5285.2607,.051491868,3536.1843,.94850814,68674.617,66906.523,537747.69,7.8303704,.68674618,.0076072472,.052852608,83,2,2,2006
8984,7390.917,.071275227,4642.7568,.92872477,65138.434,62817.055,470841.19,7.2283163,.65138435,.010542901,.073909178,84,2,2,2006
8679,7685.2173,.074008323,4477.1836,.92599165,60495.676,58257.086,408024.13,6.7446823,.60495675,.010699756,.076852173,85,2,2,2006
8132,7882.4399,.075835556,4248.1934,.92416441,56018.492,53894.395,349767.06,6.2437787,.5601849,.010466604,.078824401,86,2,2,2006
6069,9375.5146,.089556932,4636.3892,.91044307,51770.297,49452.102,295872.66,5.7151046,.517703,.011576443,.093755148,87,2,2,2006
5195,12030.799,.11348162,5348.832,.88651836,47133.906,44459.492,246420.55,5.2280951,.47133908,.013328142,.12030799,88,2,2,2006
4267,12444.34,.11715388,4895.2837,.88284612,41785.074,39337.434,201961.06,4.8333302,.41785073,.01190785,.1244434,89,2,2,2006
3486,14687.32,.13682522,5047.4536,.8631748,36889.789,34366.063,162623.63,4.4083643,.36889789,.011751089,.14687321,90,2,2,2006
2805,17540.107,.16125861,5134.8506,.83874142,31842.336,29274.91,128257.56,4.0278945,.31842336,.011144163,.17540106,91,2,2,2006
2158,18952.734,.17312169,4623.645,.82687831,26707.484,24395.662,98982.656,3.7061768,.26707485,.0090505946,.18952735,92,2,2,2006
1708,20257.611,.18394472,4062.2056,.8160553,22083.84,20052.736,74586.992,3.3774467,.2208384,.0069897887,.20257612,93,2,2,2006
1383,23282.719,.20854922,3758.3977,.7914508,18021.635,16142.436,54534.258,3.0260439,.18021634,.0055525969,.23282717,94,2,2,2006
951,13144.059,.12333497,1759.156,.876665,14263.237,13383.659,38391.82,2.6916625,.14263238,.0021512436,.13144058,95,2,2,2006
8,0,0,0,1,12504.081,12504.081,25008.162,2,.12504081,0,0,96,2,2,2006
2,0,0,0,1,12504.081,12504.081,12504.081,1,.12504081,0,0,97,2,2,2006
1,0,1,12504.081,0,12504.081,,,,.12504081,.013680167,,101,2,2,2006
10430,297.21957,.0029711942,296.43661,.99702883,100000,99736.57,2280248.3,22.802483,1,0,.002965363,65,2,3,2006
9224,520.38159,.0051921979,517.6806,.99480778,99703.563,99408.484,2180511.8,21.869947,.99703562,.000015300517,.0052038161,66,2,3,2006
9079,594.77917,.0059319148,588.36218,.99406809,99185.883,98862.281,2081103.3,20.98185,.99185884,.000047509551,.0059477915,67,2,3,2006
8284,760.5022,.0075779357,747.16571,.99242204,98597.523,98201.523,1982240.9,20.104368,.98597521,.00010331881,.0076050223,68,2,3,2006
7457,683.92114,.0068159038,666.93866,.99318409,97850.359,97516.891,1884039.4,19.254292,.97850358,.00014028601,.0068392116,69,2,3,2006
7068,820.59991,.0081724674,794.22833,.99182755,97183.422,96786.305,1786522.5,18.382996,.97183424,.00021739975,.0082059987,70,2,3,2006
6207,950.53973,.0094604343,911.88367,.99053955,96389.195,95933.25,1689736.3,17.53035,.96389192,.00031737456,.0095053967,71,2,3,2006
5615,926.09082,.0092182234,880.13123,.99078178,95477.313,95037.25,1593803,16.693003,.95477313,.00038005298,.0092609087,72,2,3,2006
5225,1110.0479,.011039209,1044.278,.9889608,94597.18,94075.039,1498765.8,15.843662,.94597179,.00053372176,.011100478,73,2,3,2006
5057,1344.6708,.013356904,1249.5771,.98664308,93552.898,92928.109,1404690.6,15.014935,.93552899,.00075367617,.013446708,74,2,3,2006
4661,1501.8236,.014906303,1375.9012,.98509371,92303.32,91615.367,1311762.5,14.211433,.92303318,.00097748055,.015018236,75,2,3,2006
4469,1767.7333,.017522458,1593.272,.98247755,90927.422,90130.789,1220147.3,13.418914,.90927422,.0013143636,.017677333,76,2,3,2006
3881,1649.0596,.016355738,1461.126,.98364425,89334.148,88603.586,1130016.4,12.649322,.89334148,.001392197,.016490597,77,2,3,2006
3711,2479.1162,.024487624,2151.8015,.97551239,87873.023,86797.125,1041412.8,11.851337,.87873024,.0022930331,.024791162,78,2,3,2006
3216,2767.4128,.027296426,2339.8828,.97270358,85721.219,84551.281,954615.69,11.136282,.85721219,.0028640039,.027674127,79,2,3,2006
2913,2849.2961,.028092738,2342.4102,.97190726,83381.336,82210.133,870064.44,10.434763,.83381337,.0032458457,.028492963,80,2,3,2006
2628,3424.6575,.033670034,2728.5833,.96632999,81038.922,79674.633,787854.25,9.7219238,.81038922,.0041927011,.034246575,81,2,3,2006
2343,3371.7456,.033158448,2596.6492,.96684158,78310.336,77012.008,708179.63,9.0432463,.78310335,.0044104732,.033717457,82,2,3,2006
2013,5216.0952,.050835148,3848.9165,.94916487,75713.688,73789.227,631167.63,8.3362417,.75713688,.0070774117,.052160952,83,2,3,2006
1876,7089.5522,.068468466,4920.4707,.93153155,71864.773,69404.539,557378.44,7.7559338,.71864772,.0099488562,.070895515,84,2,3,2006
1820,5824.1758,.056593701,3788.626,.94340628,66944.305,65049.992,487973.88,7.2892513,.66944307,.0083838142,.058241758,85,2,3,2006
1705,7976.5396,.076706149,4844.4292,.92329383,63155.68,60733.465,422923.88,6.6965294,.63155681,.011272638,.079765402,86,2,3,2006
1250,7680,.073959939,4312.6963,.92604005,58311.25,56154.902,362190.41,6.2113299,.58311248,.010483833,.076799996,87,2,3,2006
1114,10502.693,.099786781,5388.3418,.90021324,53998.555,51304.383,306035.5,5.6674757,.53998554,.013384704,.10502693,88,2,3,2006
900,10777.777,.10226674,4971.2075,.89773327,48610.211,46124.605,254731.13,5.2402802,.4861021,.012418417,.10777777,89,2,3,2006
704,11079.546,.10497981,4581.2144,.89502019,43639.004,41348.398,208606.53,4.7802773,.43639004,.011267669,.11079545,90,2,3,2006
611,16039.28,.14848486,5799.4902,.85151517,39057.789,36158.043,167258.13,4.2823243,.39057788,.013804341,.16039281,91,2,3,2006
486,16666.666,.15384614,5116.6606,.84615386,33258.297,30699.967,131100.08,3.9418759,.33258298,.011357531,.16666666,92,2,3,2006
396,15404.04,.14302461,4024.9465,.85697538,28141.637,26129.164,100400.12,3.5676715,.28141636,.0081392946,.1540404,93,2,3,2006
298,19127.518,.17457888,4210.2646,.82542109,24116.689,22011.557,74270.953,3.0796497,.24116689,.0077050123,.19127518,94,2,3,2006
221,11764.706,.11111111,2211.8252,.8888889,19906.426,18800.514,52259.398,2.6252527,.19906425,.0035264825,.11764707,95,2,3,2006
8,12500,.11764706,2081.7178,.88235295,17694.602,16653.742,33458.883,1.8909091,.17694601,.0030317332,.125,96,2,3,2006
3,133333.33,.79999995,12490.307,.20000005,15612.884,9367.7305,16805.143,1.0763638,.15612884,.016456306,1.3333333,97,2,3,2006
5,20000,.18181819,567.74133,.81818181,3122.5771,2838.7065,7437.4111,2.3818183,.031225771,.00017174584,.20000002,98,2,3,2006
7,14285.714,.13333333,340.64478,.86666667,2554.8359,2384.5137,4598.7051,1.8000002,.025548359,.000084805695,.14285713,99,2,3,2006
2,0,0,0,1,2214.1912,2214.1912,2214.1912,1,.022141911,0,0,100,2,3,2006
2,0,1,2214.1912,0,2214.1912,,,,.022141911,.00047940883,,101,2,3,2006
539,1113.1725,.01111769,1102.2,.9888823,100000,99014.305,1909567.1,19.095671,1,0,.011035793,65,2,4,2006
694,1729.1066,.017163452,1697.4276,.98283654,98897.797,97930.266,1810552.9,18.307312,.98897797,.00018502887,.017291065,66,2,4,2006
603,1160.8623,.011548297,1122.4987,.98845172,97200.367,96582.992,1712622.6,17.619507,.9720037,.00030546007,.011608623,67,2,4,2006
643,1866.252,.018500246,1777.4642,.98149973,96077.867,95135.813,1616039.6,16.820103,.96077865,.00066980236,.01866252,68,2,4,2006
706,849.85834,.0084626228,798.02875,.99153739,94300.406,93901.391,1520903.8,16.128284,.94300407,.00042891965,.008498583,69,2,4,2006
652,1380.368,.013709063,1281.83,.98629093,93502.375,92861.461,1427002.4,15.26167,.93502373,.00077876751,.01380368,70,2,4,2006
621,2093.3977,.020717131,1910.5452,.97928286,92220.547,91265.273,1334141,14.466852,.92220545,.001370674,.020933976,71,2,4,2006
720,2222.2222,.021978021,1984.8351,.97802198,90310,89317.586,1242875.6,13.762325,.90310001,.0017369367,.022222221,72,2,4,2006
712,1825.8427,.018093249,1598.0891,.98190677,88325.164,87526.117,1153558.1,13.060356,.88325167,.0016479202,.018258424,73,2,4,2006
714,2801.1204,.027624309,2395.7756,.97237569,86727.078,85529.188,1066032,12.291801,.86727077,.0027578296,.028011205,74,2,4,2006
613,3262.6428,.03210273,2707.2651,.9678973,84331.305,82977.672,980502.75,11.626795,.84331304,.0035772761,.032626428,75,2,4,2006
802,1620.9476,.016079159,1312.4459,.98392081,81624.039,80967.813,897525.13,10.995843,.81624037,.0019685642,.016209478,76,2,4,2006
605,3636.3635,.035714284,2868.271,.96428573,80311.594,78877.461,816557.31,10.167365,.80311596,.0045353309,.036363635,77,2,4,2006
573,4537.522,.044368602,3436.052,.95563138,77443.32,75725.297,737679.81,9.5254154,.7744332,.0060023158,.04537522,78,2,4,2006
582,4295.5327,.042052146,3112.1643,.95794785,74007.266,72451.18,661954.56,8.9444542,.74007267,.0059867185,.042955328,79,2,4,2006
536,8208.9551,.078853048,5590.2949,.92114693,70895.102,68099.953,589503.38,8.3151493,.708951,.011534985,.082089558,80,2,4,2006
1068,5992.5093,.058181819,3799.5522,.94181818,65304.805,63405.027,521403.41,7.9841509,.65304804,.0086088851,.059925094,81,2,4,2006
968,5061.9834,.049370278,3036.5315,.95062971,61505.254,59986.988,457998.38,7.4464917,.61505252,.0071893805,.050619837,82,2,4,2006
922,7375.271,.071129702,4158.8628,.92887032,58468.723,56389.293,398011.38,6.8072529,.58468723,.010098887,.073752709,83,2,4,2006
864,9837.9629,.093767233,5092.4854,.90623277,54309.859,51763.617,341622.09,6.2902408,.54309857,.012636621,.098379627,84,2,4,2006
828,10507.246,.099827878,4913.2661,.90017211,49217.375,46760.742,289858.47,5.8893523,.49217376,.012280156,.10507246,85,2,4,2006
757,8586.5254,.082330585,3647.5833,.91766942,44304.109,42480.316,243097.73,5.4870243,.44304109,.0090006189,.085865252,86,2,4,2006
608,10197.368,.097026601,3944.7646,.90297341,40656.527,38684.145,200617.42,4.9344454,.40656528,.0095175318,.10197368,87,2,4,2006
547,12979.891,.12188841,4474.7383,.8781116,36711.762,34474.391,161933.28,4.4109373,.36711761,.010396709,.1297989,88,2,4,2006
483,13457.557,.12609117,4064.804,.87390882,32237.023,30204.621,127458.88,3.9538043,.32237023,.0088794688,.13457556,89,2,4,2006
448,15401.786,.14300519,4028.7734,.85699481,28172.219,26157.832,97254.266,3.4521337,.28172219,.0081524169,.15401787,90,2,4,2006
369,17344.174,.159601,3853.3181,.84039903,24143.445,22216.787,71096.43,2.9447508,.24143445,.0070571154,.17344174,91,2,4,2006
382,18848.168,.17224881,3494.9502,.82775116,20290.127,18542.652,48879.645,2.4090359,.20290127,.0056524654,.18848169,92,2,4,2006
282,23758.865,.21236134,3566.646,.78763866,16795.176,15011.853,30336.992,1.8062921,.16795176,.0049841725,.23758866,93,2,4,2006
281,25978.648,.22992127,3041.5203,.77007872,13228.529,11707.77,15325.14,1.1584916,.1322853,.0034912364,.25978649,94,2,4,2006
260,219230.77,1.0458715,10654.302,-.045871496,10187.009,4859.8579,3617.3699,.35509637,.10187009,.0097478954,2.1923072,95,2,4,2006
2716,32879.234,.28237155,-131.95024,.71762848,-467.29297,-401.31784,-1242.4882,2.6589062,-.0046729296,6.1947549e-06,.32879236,96,2,4,2006
1970,33147.207,.28434575,-95.353271,.71565425,-335.34271,-287.66608,-841.17029,2.5083899,-.0033534272,3.2083256e-06,.33147207,97,2,4,2006
1321,37471.613,.31558815,-75.737823,.68441188,-239.98944,-202.12053,-553.50421,2.3063691,-.0023998944,1.8219899e-06,.37471613,98,2,4,2006
794,42821.16,.3526971,-57.931068,.64730287,-164.25162,-135.28609,-351.38367,2.1393011,-.0016425162,9.5309014e-07,.4282116,99,2,4,2006
513,45224.172,.36883944,-39.215214,.63116056,-106.32055,-86.712944,-216.09758,2.03251,-.0010632055,4.1738161e-07,.45224175,100,2,4,2006
296,53040.539,.41922563,-28.132275,.58077437,-67.105331,-53.039192,-129.38463,1.9280827,-.00067105331,1.8890924e-07,.5304054,101,2,4,2006
152,51973.684,.41253263,-16.077658,.58746737,-38.973057,-30.934227,-76.345444,1.9589288,-.00038973056,6.2683966e-08,.51973683,102,2,4,2006
109,52293.578,.41454545,-9.4911833,.58545458,-22.895399,-18.149807,-45.411217,1.9834211,-.00022895398,2.1735417e-08,.52293575,103,2,4,2006
50,56000,.4375,-5.8643446,.5625,-13.404216,-10.472044,-27.26141,2.0337937,-.00013404216,7.8617477e-09,.56,104,2,4,2006
35,45714.285,.37209302,-2.8055334,.62790698,-7.5398712,-6.1371045,-16.789364,2.2267442,-.000075398711,2.1154956e-09,.45714283,105,2,4,2006
20,25000,.22222222,-1.052075,.77777779,-4.7343378,-4.2083001,-10.65226,2.25,-.000047343379,4.9811150e-10,.24999999,106,2,4,2006
6,66666.664,.5,-1.8411314,.5,-3.6822629,-2.7616973,-6.4439602,1.75,-.000036822628,6.7797795e-10,.66666669,107,2,4,2006
6,0,0,0,1,-1.8411314,-1.8411314,-3.6822629,2,-.000018411314,0,0,108,2,4,2006
1,0,0,0,1,-1.8411314,-1.8411314,-1.8411314,1,-.000018411314,0,0,109,2,4,2006
2,0,1,-1.8411314,0,-1.8411314,,,,-.000018411314,3.3898273e-10,,111,2,4,2006
15073,736.41614,.0073580169,731.61206,.99264199,100000,99347.641,1721472.8,17.214727,1,0,.0073221955,65,1,1,2007
14331,1507.222,.014975166,1486.5607,.98502481,99268.391,98421.055,1622125.1,16.340801,.99268389,.00010796275,.015072221,66,1,1,2007
14547,2062.2808,.020433182,1997.9939,.97956681,97781.828,96682.93,1523704.1,15.582692,.97781831,.00043335813,.020622807,67,1,1,2007
15160,1926.1213,.01908841,1828.3611,.98091161,95783.836,94814.805,1427021.1,14.89835,.95783836,.00073836604,.019261213,68,1,1,2007
14617,2127.6597,.021052632,1978.0101,.97894734,93955.477,92966.469,1332206.4,14.179124,.93955475,.0011233439,.021276597,69,1,1,2007
14282,2429.6316,.024004703,2207.8918,.9759953,91977.469,90873.523,1239239.9,13.473298,.91977471,.0016291856,.024296315,70,1,1,2007
13908,2545.2976,.02513312,2256.1895,.97486687,89769.578,88641.484,1148366.4,12.792378,.89769578,.0020720409,.025452975,71,1,1,2007
13795,2819.8623,.027806569,2433.447,.97219342,87513.391,86296.664,1059724.9,12.109288,.87513393,.0026591381,.02819862,72,1,1,2007
13266,3120.7598,.030728122,2614.3469,.9692719,85079.945,83772.773,973428.19,11.441336,.85079944,.0033186455,.031207597,73,1,1,2007
13079,3364.1716,.033085193,2728.3904,.96691483,82465.602,81101.406,889655.44,10.7882,.82465601,.0039452109,.033641715,74,1,1,2007
13348,3873.2395,.037996545,3029.7385,.96200347,79737.211,78222.344,808554,10.140234,.7973721,.0048951437,.038732395,75,1,1,2007
12907,4346.4785,.042540282,3263.1575,.95745969,76707.469,75075.891,730331.69,9.520998,.7670747,.0058303191,.043464787,76,1,1,2007
12975,5086.7051,.049605411,3643.2354,.95039457,73444.313,71622.695,655255.75,8.9218035,.73444313,.0071056355,.050867051,77,1,1,2007
12256,6013.3813,.058378551,4074.8857,.94162142,69801.078,67763.633,583633.06,8.3613758,.6980108,.008589522,.060133811,78,1,1,2007
12254,5769.5444,.05607773,3685.7759,.94392228,65726.195,63883.309,515869.44,7.8487644,.65726197,.0083028981,.057695445,79,1,1,2007
11267,7553.0308,.072781697,4515.4067,.92721832,62040.418,59782.715,451986.16,7.2853498,.62040418,.010633911,.075530306,80,1,1,2007
10871,7754.5762,.074651316,4294.3179,.9253487,57525.012,55377.852,392203.44,6.8179636,.57525009,.010492625,.077545762,81,1,1,2007
9871,9401.2764,.089791968,4779.689,.91020805,53230.695,50840.852,336825.56,6.3276567,.53230697,.011899335,.094012767,82,1,1,2007
9301,10138.694,.096495263,4675.293,.90350473,48451.008,46113.359,285984.72,5.9025545,.48451006,.011677014,.10138695,83,1,1,2007
8888,11217.372,.10621638,4649.6978,.89378363,43775.715,41450.867,239871.36,5.4795532,.43775713,.011444107,.11217372,84,1,1,2007
7849,13301.058,.12471628,4879.6514,.87528372,39126.016,36686.191,198420.5,5.0713186,.39126015,.01162214,.13301058,85,1,1,2007
7428,14876.145,.1384625,4741.8369,.86153752,34246.363,31875.445,161734.31,4.722671,.34246364,.010677778,.14876144,86,1,1,2007
6632,15033.173,.1398219,4125.3789,.86017811,29504.527,27441.838,129858.86,4.40132,.29504529,.0085805235,.15033172,87,1,1,2007
4668,16773.779,.15475838,3927.636,.84524161,25379.148,23415.33,102417.02,4.0354791,.25379148,.0074382103,.1677378,88,1,1,2007
3741,19914.461,.18111098,3885.1042,.81888902,21451.512,19508.959,79001.695,3.6828032,.21451512,.0065463381,.19914462,89,1,1,2007
3096,22997.416,.20625724,3623.199,.79374278,17566.408,15754.809,59492.734,3.3867331,.17566408,.0052466169,.22997417,90,1,1,2007
2486,24658.086,.21951656,3060.7654,.78048342,13943.209,12412.826,43737.926,3.1368623,.13943209,.0036726361,.24658085,91,1,1,2007
1850,28864.865,.25224376,2745.0283,.74775624,10882.443,9509.9297,31325.1,2.8784988,.10882443,.0026621744,.28864866,92,1,1,2007
1505,31029.9,.26862237,2185.8916,.7313776,8137.415,7044.4692,21815.17,2.6808476,.081374153,.0016340066,.31029898,93,1,1,2007
1026,36549.707,.30902347,1839.1604,.6909765,5951.5234,5031.9434,14770.701,2.4818354,.059515234,.0010294364,.36549705,94,1,1,2007
705,35886.523,.30426937,1251.2662,.69573063,4112.3633,3486.7302,9738.7578,2.3681657,.041123632,.00049340527,.35886523,95,1,1,2007
436,25000,.22222222,635.79938,.77777779,2861.0972,2543.1975,6252.0273,2.1851852,.028610971,.00017670379,.25,96,1,1,2007
2,0,0,0,1,2225.2979,2225.2979,3708.8296,1.6666666,.022252979,0,0,97,1,1,2007
2,100000,.66666669,1483.532,.33333331,2225.2979,1483.5319,1483.5319,.66666663,.022252979,.00032278369,1.0000001,98,1,1,2007
0,,1,741.76587,0,741.76587,,,,.0074176588,.000054613531,,100,1,1,2007
26125,681.33972,.0068081371,677.22711,.99319184,100000,99396.391,1835531,18.35531,1,0,.0067774761,65,1,2,2007
22272,1324.5331,.01317032,1308.1127,.9868297,99322.773,98577.148,1736134.6,17.479723,.99322772,.000087989101,.013245331,66,1,2,2007
20290,1404.6328,.013958101,1368.0986,.9860419,98014.664,97262.211,1637557.5,16.70727,.98014665,.000266221,.014046328,67,1,2,2007
19212,1577.1393,.015655346,1513.0354,.98434466,96646.563,95844.656,1540295.3,15.937404,.96646565,.00049037172,.015771393,68,1,2,2007
17761,1762.2882,.017468955,1661.8833,.98253107,95133.523,94302.578,1444450.6,15.183403,.95133525,.00076939363,.017622883,69,1,2,2007
16067,1979.212,.019598175,1831.8735,.98040181,93471.641,92555.703,1350148,14.444467,.9347164,.0011178395,.019792119,70,1,2,2007
15024,2103.3013,.020814121,1907.4011,.97918588,91639.766,90686.063,1257592.4,13.723217,.91639763,.0014613174,.021033013,71,1,2,2007
13661,2408.3157,.023796609,2135.3259,.97620338,89732.367,88664.703,1166906.3,13.004296,.89732367,.0019673591,.024083156,72,1,2,2007
12487,2658.7651,.026238836,2298.4443,.97376114,87597.039,86447.82,1078241.6,12.309111,.87597036,.0024971743,.02658765,73,1,2,2007
11473,3050.6406,.030048076,2563.0586,.96995193,85298.594,84017.063,991793.75,11.627316,.85298592,.0032140997,.030506404,74,1,2,2007
11247,3423.135,.033655316,2784.4905,.96634471,82735.531,81343.289,907776.69,10.97203,.82735533,.0039773243,.03423135,75,1,2,2007
10598,3774.2971,.037043899,2961.6982,.96295607,79951.039,78470.188,826433.44,10.336744,.79951042,.0047474103,.037742972,76,1,2,2007
10134,3897.7698,.038232587,2943.5017,.96176744,76989.344,75517.594,747963.25,9.7151527,.76989341,.0052146353,.038977694,77,1,2,2007
9176,4904.0977,.04786725,3544.3708,.95213276,74045.844,72273.656,672445.63,9.0814772,.74045843,.0068115629,.049040977,78,1,2,2007
8834,5354.313,.052147072,3676.4456,.94785291,70501.477,68663.25,600172,8.5128994,.70501477,.007645865,.053543132,79,1,2,2007
8064,6014.3848,.05838801,3901.7805,.94161201,66825.031,64874.141,531508.75,7.9537373,.66825032,.0086499285,.060143847,80,1,2,2007
7674,7362.5229,.071011126,4468.251,.92898887,62923.25,60689.125,466634.59,7.4159327,.62923253,.010424383,.073625237,81,1,2,2007
7266,7803.4683,.075104311,4390.2227,.9248957,58455,56259.891,405945.47,6.9445806,.58455002,.010661713,.078034684,82,1,2,2007
6527,8641.0293,.082831547,4478.269,.91716844,54064.777,51825.645,349685.56,6.4678998,.54064775,.011121681,.086410291,83,1,2,2007
6090,9425.2871,.090010978,4463.3301,.909989,49586.508,47354.844,297859.94,6.0068746,.49586508,.011157562,.094252877,84,1,2,2007
5066,11152.783,.1056371,4766.6816,.89436293,45123.18,42739.84,250505.08,5.5515828,.45123181,.011803336,.11152783,85,1,2,2007
